Report Number,URL,Congress,Accompanies,Title,Committee
H. Rept. 116-2,https://www.congress.gov/congressional-report/116th-congress/house-report/2/1,116th Congress (2019-2020),H.Res. 43,"PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 268) MAKING SUPPLEMENTAL APPROPRIATIONS FOR THE FISCAL YEAR ENDING SEPTEMBER 30, 2019, AND FOR OTHER PURPOSES, AND WAIVING A REQUIREMENT OF CLAUSE 6(a) OF RULE XIII WITH RESPECT TO CONSIDERATION OF CERTAIN RESOLUTIONS REPORTED FROM THE COMMITTEE ON RULES",House Rules
H. Rept. 116-1,https://www.congress.gov/congressional-report/116th-congress/house-report/1/1,116th Congress (2019-2020),H.Res. 28,"PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 264) MAKING APPROPRIATIONS FOR FINANCIAL SERVICES AND GENERAL GOVERNMENT FOR THE FISCAL YEAR ENDING SEPTEMBER 30, 2019, AND FOR OTHER PURPOSES; PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 265) MAKING APPROPRIATIONS FOR AGRICULTURE, RURAL DEVELOPMENT, FOOD AND DRUG ADMINISTRATION, AND RELATED AGENCIES PROGRAMS FOR THE FISCAL YEAR ENDING SEPTEMBER 30, 2019, AND FOR OTHER PURPOSES; PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 266) MAKING APPROPRIATIONS FOR THE DEPARTMENT OF THE INTERIOR, ENVIRONMENT, AND RELATED AGENCIES FOR THE FISCAL YEAR ENDING SEPTEMBER 30, 2019, AND FOR OTHER PURPOSES; PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 267) MAKING APPROPRIATIONS FOR THE DEPARTMENT OF TRANSPORTATION, AND HOUSING AND URBAN DEVELOPMENT, AND RELATED AGENCIES FOR THE FISCAL YEAR ENDING SEPTEMBER 30, 2019, AND FOROTHER PURPOSES; AND WAIVING A REQUIREMENT OF CLAUSE 6(A) OF RULE XIII WITH RESPECT TO CONSIDERATION OF CERTAIN RESOLUTIONS REPORTED FROM THE COMMITTEE ON RULES",House Rules
S. Rept. 116-336,https://www.congress.gov/congressional-report/116th-congress/senate-report/336/1,116th Congress (2019-2020),,A RECORD OF BIPARTISAN POLICYMAKING IN SUPPORT OF OLDER AMERICANS,Senate Aging (Special)
S. Rept. 116-335,https://www.congress.gov/congressional-report/116th-congress/senate-report/335/1,116th Congress (2019-2020),,The 2020 Joint Economic Report - Report of the Joint Economic Committee Congress of the United States on the 2020 Economic Report of the President,Joint Economic Committee
S. Rept. 116-334,https://www.congress.gov/congressional-report/116th-congress/senate-report/334/1,116th Congress (2019-2020),S. 4054,UNITED STATES GRAIN STANDARDS REAUTHORIZATION ACT OF 2020,"Senate Agriculture, Nutrition, and Forestry"
S. Rept. 116-333,https://www.congress.gov/congressional-report/116th-congress/senate-report/333/1,116th Congress (2019-2020),S. 4077,UNFUNDED MANDATES ACCOUNTABILITY AND TRANSPARENCY ACT,Senate Homeland Security and Governmental Affairs
S. Rept. 116-332,https://www.congress.gov/congressional-report/116th-congress/senate-report/332/1,116th Congress (2019-2020),S. 4286,RESEARCH INVESTMENT TO SPARK THE ECONOMY ACT OF 2020,"Senate Commerce, Science, and Transportation"
S. Rept. 116-331,https://www.congress.gov/congressional-report/116th-congress/senate-report/331/1,116th Congress (2019-2020),S. 3958,EXPEDITED DELIVERY OF AIRPORT INFRASTRUCTURE ACT OF 2020,"Senate Commerce, Science, and Transportation"
S. Rept. 116-330,https://www.congress.gov/congressional-report/116th-congress/senate-report/330/1,116th Congress (2019-2020),S. 3734,BIOECONOMY RESEARCH AND DEVELOPMENT ACT OF 2020,"Senate Commerce, Science, and Transportation"
S. Rept. 116-329,https://www.congress.gov/congressional-report/116th-congress/senate-report/329/1,116th Congress (2019-2020),S. 3303,PROMOTING SERVICE IN TRANSPORTATION ACT,"Senate Commerce, Science, and Transportation"
S. Rept. 116-328,https://www.congress.gov/congressional-report/116th-congress/senate-report/328/1,116th Congress (2019-2020),S. 2979,PREVENTING OPIOID AND DRUG IMPAIRMENT IN TRANSPORTATION ACT,"Senate Commerce, Science, and Transportation"
S. Rept. 116-327,https://www.congress.gov/congressional-report/116th-congress/senate-report/327/1,116th Congress (2019-2020),S. 1730,LIVING SHORELINES ACT OF 2020,"Senate Commerce, Science, and Transportation"
S. Rept. 116-326,https://www.congress.gov/congressional-report/116th-congress/senate-report/326/1,116th Congress (2019-2020),S. 2757,HARMLESS ERROR LESSER PENALTY FOR SMALL BUSINESSES ACT,Senate Homeland Security and Governmental Affairs
S. Rept. 116-325,https://www.congress.gov/congressional-report/116th-congress/senate-report/325/1,116th Congress (2019-2020),S. 2765,THE BIPARTISAN CONGRESSIONAL BUDGET REFORM ACT,Senate Budget
S. Rept. 116-324,https://www.congress.gov/congressional-report/116th-congress/senate-report/324/1,116th Congress (2019-2020),S. 2716,"AMENDING THE GRAND RONDE RESERVATION ACT, AND FOR OTHER PURPOSES",Senate Indian Affairs
S. Rept. 116-323,https://www.congress.gov/congressional-report/116th-congress/senate-report/323/1,116th Congress (2019-2020),H.R. 1313,TRANSIT SECURITY GRANT PROGRAM FLEXIBILITY ACT,Senate Homeland Security and Governmental Affairs
S. Rept. 116-322,https://www.congress.gov/congressional-report/116th-congress/senate-report/322/1,116th Congress (2019-2020),S. 4224,SOUTHWEST BORDER SECURITY TECHNOLOGY IMPROVEMENT ACT OF 2020,Senate Homeland Security and Governmental Affairs
S. Rept. 116-321,https://www.congress.gov/congressional-report/116th-congress/senate-report/321/1,116th Congress (2019-2020),S. 4210,SECURING HEALTHCARE AND RESPONSE EQUIPMENT ACT OF 2020,Senate Homeland Security and Governmental Affairs
S. Rept. 116-320,https://www.congress.gov/congressional-report/116th-congress/senate-report/320/1,116th Congress (2019-2020),S. 4165,TO REPEAL SECTION 692 OF THE POST-KATRINA EMERGENCY MANAGEMENT REFORM ACT OF 2020,Senate Homeland Security and Governmental Affairs
S. Rept. 116-319,https://www.congress.gov/congressional-report/116th-congress/senate-report/319/1,116th Congress (2019-2020),S. 4158,PPE SUPPLY CHAIN TRANSPARENCY ACT OF 2020,Senate Homeland Security and Governmental Affairs
S. Rept. 116-318,https://www.congress.gov/congressional-report/116th-congress/senate-report/318/1,116th Congress (2019-2020),S. 4153,NATIONAL RESPONSE FRAMEWORK IMPROVEMENT ACT OF 2020,Senate Homeland Security and Governmental Affairs
S. Rept. 116-317,https://www.congress.gov/congressional-report/116th-congress/senate-report/317/1,116th Congress (2019-2020),S. 3997,SAFEGUARDING AMERICAN INNOVATION ACT,Senate Homeland Security and Governmental Affairs
S. Rept. 116-316,https://www.congress.gov/congressional-report/116th-congress/senate-report/316/1,116th Congress (2019-2020),S. 3658,"ACHIEVING RACIAL AND ETHNIC EQUITY IN DISASTER RESPONSE, RECOVERY, AND RESILIENCE ACT OF 2020",Senate Homeland Security and Governmental Affairs
S. Rept. 116-315,https://www.congress.gov/congressional-report/116th-congress/senate-report/315/1,116th Congress (2019-2020),S. 3038,PROMOTING RIGOROUS AND INNOVATIVE COST EFFICIENCIES FOR FEDERAL PROCUREMENT AND ACQUISITIONS ACT OF 2019,Senate Homeland Security and Governmental Affairs
S. Rept. 116-314,https://www.congress.gov/congressional-report/116th-congress/senate-report/314/1,116th Congress (2019-2020),S. 2967,RESTORE THE PARTNERSHIP ACT,Senate Homeland Security and Governmental Affairs
S. Rept. 116-313,https://www.congress.gov/congressional-report/116th-congress/senate-report/313/1,116th Congress (2019-2020),S. 2722,STOP WASTEFUL SPENDING BY THE GOVERNMENT ACT,Senate Homeland Security and Governmental Affairs
S. Rept. 116-312,https://www.congress.gov/congressional-report/116th-congress/senate-report/312/1,116th Congress (2019-2020),S. 2162,SECURING AMERICA'S BORDERS ACT OF 2019,Senate Homeland Security and Governmental Affairs
S. Rept. 116-311,https://www.congress.gov/congressional-report/116th-congress/senate-report/311/1,116th Congress (2019-2020),S. 92,REGULATIONS FROM THE EXECUTIVE IN NEED OF SCRUTINY ACT OF 2019,Senate Homeland Security and Governmental Affairs
S. Rept. 116-310,https://www.congress.gov/congressional-report/116th-congress/senate-report/310/1,116th Congress (2019-2020),S. 2610,"TO REAUTHORIZE CERTAIN PROGRAMS UNDER THE OFFICE OF INDIAN ENERGY POLICY AND PROGRAMS OF THE DEPARTMENT OF ENERGY, AND FOR OTHER PURPOSES",Senate Indian Affairs
S. Rept. 116-309,https://www.congress.gov/congressional-report/116th-congress/senate-report/309/1,116th Congress (2019-2020),S. 3044,"TO AMEND THE AMERICA'S WATER INFRASTRUCTURE ACT OF 2018 TO EXPAND THE INDIAN RESERVATION DRINKING WATER PROGRAM, AND FOR OTHER PURPOSES",Senate Indian Affairs
S. Rept. 116-308,https://www.congress.gov/congressional-report/116th-congress/senate-report/308/1,116th Congress (2019-2020),S. 2165,"TO ENHANCE PROTECTIONS OF NATIVE AMERICAN TANGIBLE CULTURAL HERITAGE, AND FOR OTHER PURPOSES",Senate Indian Affairs
S. Rept. 116-307,https://www.congress.gov/congressional-report/116th-congress/senate-report/307/1,116th Congress (2019-2020),S. 790,"TO CLARIFY CERTAIN PROVISIONS OF PUBLIC LAW 103-116, THE CATAWBA INDIAN TRIBE OF SOUTH CAROLINA LAND CLAIMS SETTLEMENT ACT OF 1993, AND FOR OTHER PURPOSES",Senate Indian Affairs
S. Rept. 116-306,https://www.congress.gov/congressional-report/116th-congress/senate-report/306/1,116th Congress (2019-2020),S. 4556,"TO AUTHORIZE THE SECRETARY OF HEALTH AND HUMAN SERVICES, ACTING THROUGH THE DIRECTOR OF THE INDIAN HEALTH SERVICE, TO ACQUIRE PRIVATE LAND TO FACILITATE ACCESS TO THE DESERT SAGE YOUTH WELLNESS CENTER IN HEMET, CALIFORNIA, AND FOR OTHER PURPOSES",Senate Indian Affairs
S. Rept. 116-305,https://www.congress.gov/congressional-report/116th-congress/senate-report/305/1,116th Congress (2019-2020),S. 2891,"TO REQUIRE THE SECRETARY OF THE INTERIOR TO ESTABLISH TRIBAL WILDLIFE CORRIDORS, AND FOR OTHER PURPOSES",Senate Indian Affairs
S. Rept. 116-304,https://www.congress.gov/congressional-report/116th-congress/senate-report/304/1,116th Congress (2019-2020),S. 3152,DATA MAPPING TO SAVE MOMS' LIVES ACT,"Senate Commerce, Science, and Transportation"
S. Rept. 116-303,https://www.congress.gov/congressional-report/116th-congress/senate-report/303/1,116th Congress (2019-2020),S. 4133,REAL ID MODERNIZATION ACT,Senate Homeland Security and Governmental Affairs
S. Rept. 116-302,https://www.congress.gov/congressional-report/116th-congress/senate-report/302/1,116th Congress (2019-2020),S. 3896,PERIODICALLY LISTING AND UPDATING MANAGEMENT ACT OF 2020,Senate Homeland Security and Governmental Affairs
S. Rept. 116-301,https://www.congress.gov/congressional-report/116th-congress/senate-report/301/1,116th Congress (2019-2020),S. 3248,UNITED STATES ANTI-DOPING AGENCY REAUTHORIZATION ACT OF 2020,"Senate Commerce, Science, and Transportation"
S. Rept. 116-300,https://www.congress.gov/congressional-report/116th-congress/senate-report/300/1,116th Congress (2019-2020),S. 3191,INDUSTRIES OF THE FUTURE ACT OF 2020,"Senate Commerce, Science, and Transportation"
S. Rept. 116-299,https://www.congress.gov/congressional-report/116th-congress/senate-report/299/1,116th Congress (2019-2020),S. 2894,FEDERAL MARITIME COMMISSION NATIONAL SHIPPER ADVISORY COMMITTEE ACT OF 2019,"Senate Commerce, Science, and Transportation"
S. Rept. 116-298,https://www.congress.gov/congressional-report/116th-congress/senate-report/298/1,116th Congress (2019-2020),S. 4222,GAO DATABASE MODERNIZATION ACT,Senate Homeland Security and Governmental Affairs
S. Rept. 116-297,https://www.congress.gov/congressional-report/116th-congress/senate-report/297/1,116th Congress (2019-2020),S. 3412,GUIDANCE CLARITY ACT OF 2020,Senate Homeland Security and Governmental Affairs
S. Rept. 116-296,https://www.congress.gov/congressional-report/116th-congress/senate-report/296/1,116th Congress (2019-2020),S. 4162,AIRPORT INFRASTRUCTURE READINESS ACT OF 2020,"Senate Commerce, Science, and Transportation"
S. Rept. 116-295,https://www.congress.gov/congressional-report/116th-congress/senate-report/295/1,116th Congress (2019-2020),S. 2786,ARCTIC SHIPPING FEDERAL ADVISORY COMMITTEE ACT,"Senate Commerce, Science, and Transportation"
S. Rept. 116-294,https://www.congress.gov/congressional-report/116th-congress/senate-report/294/1,116th Congress (2019-2020),S. 3729,MOTOR CARRIER SAFETY GRANT RELIEF ACT OF 2020,"Senate Commerce, Science, and Transportation"
S. Rept. 116-293,https://www.congress.gov/congressional-report/116th-congress/senate-report/293/1,116th Congress (2019-2020),S. 2346,FISHERY FAILURES: URGENTLY NEEDED DISASTER DECLARATIONS ACT,"Senate Commerce, Science, and Transportation"
S. Rept. 116-292,https://www.congress.gov/congressional-report/116th-congress/senate-report/292/1,116th Congress (2019-2020),S. 2204,DATA ANALYTICS ROBOCALL TECHNOLOGY ACT OF 2019,"Senate Commerce, Science, and Transportation"
S. Rept. 116-291,https://www.congress.gov/congressional-report/116th-congress/senate-report/291/1,116th Congress (2019-2020),S. 1427,GLOBAL LEADERSHIP IN ADVANCED MANUFACTURING ACT OF 2019,"Senate Commerce, Science, and Transportation"
S. Rept. 116-290,https://www.congress.gov/congressional-report/116th-congress/senate-report/290/1,116th Congress (2019-2020),,"RUSSIAN ACTIVE MEASURES CAMPAIGNS AND INTERFERENCE IN THE 2016 U.S. ELECTION, VOLUMES I-V",Senate Intelligence (Select)
S. Rept. 116-289,https://www.congress.gov/congressional-report/116th-congress/senate-report/289/1,116th Congress (2019-2020),S. 2904,IDENTIFYING OUTPUTS OF GENERATIVE ADVERSARIAL NETWORKS ACT,"Senate Commerce, Science, and Transportation"
S. Rept. 116-288,https://www.congress.gov/congressional-report/116th-congress/senate-report/288/1,116th Congress (2019-2020),S. 3591,AMERICA'S WATER INFRASTRUCTURE ACT OF 2020,Senate Environment and Public Works
S. Rept. 116-287,https://www.congress.gov/congressional-report/116th-congress/senate-report/287/1,116th Congress (2019-2020),H.R. 4727,DEPARTMENT OF HOMELAND SECURITY MENTOR-PROTEGE PROGRAM ACT OF 2019,Senate Homeland Security and Governmental Affairs
S. Rept. 116-286,https://www.congress.gov/congressional-report/116th-congress/senate-report/286/1,116th Congress (2019-2020),H.R. 2589,UNIFYING DHS INTELLIGENCE ENTERPRISE ACT,Senate Homeland Security and Governmental Affairs
S. Rept. 116-285,https://www.congress.gov/congressional-report/116th-congress/senate-report/285/1,116th Congress (2019-2020),H.R. 542,SUPPORTING RESEARCH AND DEVELOPMENT FOR FIRST RESPONDERS ACT,Senate Homeland Security and Governmental Affairs
S. Rept. 116-284,https://www.congress.gov/congressional-report/116th-congress/senate-report/284/1,116th Congress (2019-2020),S. 3590,DRINKING WATER INFRASTRUCTURE ACT OF 2020,Senate Environment and Public Works
S. Rept. 116-283,https://www.congress.gov/congressional-report/116th-congress/senate-report/283/1,116th Congress (2019-2020),H.R. 5430,UNITED STATES-MEXICO-CANADA AGREEMENT IMPLEMENTATION ACT,Senate Finance
S. Rept. 116-282,https://www.congress.gov/congressional-report/116th-congress/senate-report/282/1,116th Congress (2019-2020),S. 3100,"TO CONVEY LAND IN ANCHORAGE, ALASKA, TO THE ALASKA NATIVE TRIBAL HEALTH CONSORTIUM, AND FOR OTHER PURPOSES",Senate Indian Affairs
S. Rept. 116-281,https://www.congress.gov/congressional-report/116th-congress/senate-report/281/1,116th Congress (2019-2020),S. 3099,"TO PROVIDE FOR THE CONVEYANCE OF CERTAIN PROPERTY TO THE SOUTHEAST ALASKA REGIONAL HEALTH CONSORTIUM LOCATED IN SITKA, ALASKA, AND FOR OTHER PURPOSES",Senate Indian Affairs
S. Rept. 116-280,https://www.congress.gov/congressional-report/116th-congress/senate-report/280/1,116th Congress (2019-2020),H.R. 4713,DEPARTMENT OF HOMELAND SECURITY OFFICE FOR CIVIL RIGHTS AND CIVIL LIBERTIES AUTHORIZATION ACT,Senate Homeland Security and Governmental Affairs
S. Rept. 116-279,https://www.congress.gov/congressional-report/116th-congress/senate-report/279/1,116th Congress (2019-2020),S. 4204,FEDERAL EMERGENCY PANDEMIC RESPONSE ACT,Senate Homeland Security and Governmental Affairs
S. Rept. 116-278,https://www.congress.gov/congressional-report/116th-congress/senate-report/278/1,116th Congress (2019-2020),S. 3287,CFO VISION ACT OF 2020,Senate Homeland Security and Governmental Affairs
S. Rept. 116-277,https://www.congress.gov/congressional-report/116th-congress/senate-report/277/1,116th Congress (2019-2020),S. 4200,INFORMATION TECHNOLOGY MODERNIZATION CENTERS OF EXCELLENCE PROGRAM ACT,Senate Homeland Security and Governmental Affairs
S. Rept. 116-276,https://www.congress.gov/congressional-report/116th-congress/senate-report/276/1,116th Congress (2019-2020),S. 4138,TELEWORK FOR U.S. INNOVATION ACT,Senate Homeland Security and Governmental Affairs
S. Rept. 116-275,https://www.congress.gov/congressional-report/116th-congress/senate-report/275/1,116th Congress (2019-2020),S. 2203,BRAND USA EXTENSION ACT,"Senate Commerce, Science, and Transportation"
S. Rept. 116-274,https://www.congress.gov/congressional-report/116th-congress/senate-report/274/1,116th Congress (2019-2020),S. 1046,"ADVANCING CRITICAL CONNECTIVITY EXPANDS SERVICE, SMALL BUSINESS RESOURCES, OPPORTUNITIES, ACCESS, AND DATA BASED ON ASSESSED NEED AND DEMAND ACT","Senate Commerce, Science, and Transportation"
S. Rept. 116-273,https://www.congress.gov/congressional-report/116th-congress/senate-report/273/1,116th Congress (2019-2020),S. 2981,NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION COMMISSIONED OFFICER CORPS AMENDMENTS ACT OF 2019,"Senate Commerce, Science, and Transportation"
S. Rept. 116-272,https://www.congress.gov/congressional-report/116th-congress/senate-report/272/1,116th Congress (2019-2020),S. 2730,DRONE ADVISORY COMMITTEE FOR THE 21ST CENTURY ACT,"Senate Commerce, Science, and Transportation"
S. Rept. 116-271,https://www.congress.gov/congressional-report/116th-congress/senate-report/271/1,116th Congress (2019-2020),S. 3948,"AMENDING THE ALYCE SPOTTED BEAR AND WALTER SOBOLEFF COMMISSION ON NATIVE CHILDREN ACT TO EXTEND THE DEADLINE FOR A REPORT BY THE ALYCE SPOTTED BEAR AND WALTER SOBOLEFF COMMISSION ON NATIVE CHILDREN, AND FOR OTHER PURPOSES",Senate Indian Affairs
S. Rept. 116-270,https://www.congress.gov/congressional-report/116th-congress/senate-report/270/1,116th Congress (2019-2020),S. 2912,"TO DIRECT THE SECRETARY OF THE INTERIOR TO TAKE CERTAIN LAND LOCATED IN PINAL COUNTY, ARIZONA, INTO TRUST FOR THE BENEFIT OF THE GILA RIVER INDIAN COMMUNITY, AND FOR OTHER PURPOSES",Senate Indian Affairs
S. Rept. 116-269,https://www.congress.gov/congressional-report/116th-congress/senate-report/269/1,116th Congress (2019-2020),S. 4462,"FLOOD LEVEL OBSERVATION, OPERATIONS, AND DECISION SUPPORT ACT","Senate Commerce, Science, and Transportation"
S. Rept. 116-268,https://www.congress.gov/congressional-report/116th-congress/senate-report/268/1,116th Congress (2019-2020),S. 2502,AMERICAN SECURITY DRONE ACT OF 2020,Senate Homeland Security and Governmental Affairs
S. Rept. 116-267,https://www.congress.gov/congressional-report/116th-congress/senate-report/267/1,116th Congress (2019-2020),H.R. 5273,SECURING AMERICA'S PORTS ACT,Senate Homeland Security and Governmental Affairs
S. Rept. 116-266,https://www.congress.gov/congressional-report/116th-congress/senate-report/266/1,116th Congress (2019-2020),S. 4157,NATIONAL INFRASTRUCTURE SIMULATION AND ANALYSIS CENTER PANDEMIC MODELING ACT OF 2020,Senate Homeland Security and Governmental Affairs
S. Rept. 116-265,https://www.congress.gov/congressional-report/116th-congress/senate-report/265/1,116th Congress (2019-2020),S. 4024,CYBERSECURITY ADVISORY COMMITTEE AUTHORIZATION ACT OF 2020,Senate Homeland Security and Governmental Affairs
S. Rept. 116-264,https://www.congress.gov/congressional-report/116th-congress/senate-report/264/1,116th Congress (2019-2020),S. 1004,SECURING AMERICA'S PORTS OF ENTRY ACT OF 2019,Senate Homeland Security and Governmental Affairs
S. Rept. 116-263,https://www.congress.gov/congressional-report/116th-congress/senate-report/263/1,116th Congress (2019-2020),S. 2898,CONTINUITY FOR OPERATORS WITH NECESSARY TRAINING REQUIRED FOR ATC CONTRACT TOWERS ACT OF 2019,"Senate Commerce, Science, and Transportation"
